INDEX,DATE,INDUTY_NM,BRTC_NM,SIGUNGU_NM,EMD,LA_DCMLPOINT_VALUE,LO_DCMLPOINT_VALUE,DIVISION
28563,20200529,사철.영양탕,경기,남양주시 진접읍,부평리,37.743***,127.199***,0
28564,20200529,사철.영양탕,광주,북구,중흥3동,35.174***,126.916***,0
28565,20200529,사철.영양탕,경남,거제시 연초면,송정리,34.911***,128.679***,0
28566,20200529,사철.영양탕,충남,홍성군 홍북읍,중계리,36.617***,126.626***,0
28567,20200529,사철.영양탕,부산,연제구,연산9동,35.185***,129.107***,0
28568,20200529,사철.영양탕,경남,창원시 의창구,용호동,35.237***,128.684***,0
28569,20200529,사철.영양탕,대구,북구,태전동,35.928***,128.550***,0
28570,20200529,사철.영양탕,충북,충주시 ,목벌동,36.958***,128.004***,0
28571,20200529,사철.영양탕,전북,익산시 용동면,대조리,36.115***,127.002***,0
28572,20200529,사철.영양탕,충북,청주시 청원구,학평리,36.720***,127.551***,0
28573,20200529,사철.영양탕,충북,옥천군 청산면,지전리,36.343***,127.795***,0
28574,20200529,사철.영양탕,충남,논산시 강경읍,북옥리,36.163***,127.012***,0
28575,20200529,사철.영양탕,경남,밀양시 ,교동,35.512***,128.761***,0
28576,20200529,사철.영양탕,강원,철원군 동송읍,오덕리,38.205***,127.242***,0
28577,20200529,사철.영양탕,경기,양주시 장흥면,부곡리,37.720***,126.974***,0
28578,20200529,사철.영양탕,경북,칠곡군 왜관읍,삼청리,35.983***,128.424***,0
28579,20200529,사철.영양탕,경남,창원시 진해구,용원동,35.096***,128.819***,0
28580,20200529,사철.영양탕,전남,화순군 이서면,야사리,35.109***,127.071***,0
28581,20200529,사철.영양탕,충남,아산시 배방읍,갈매리,36.761***,127.083***,0
28582,20200529,사철.영양탕,부산,중구,부평동4가,35.101***,129.022***,0
28583,20200529,사철.영양탕,전남,보성군 보성읍,보성리,34.768***,127.081***,0
28584,20200529,사철.영양탕,충북,청주시 청원구,우암동,36.650***,127.480***,0
28585,20200529,사철.영양탕,울산,남구,무거동,35.540***,129.256***,0
28586,20200529,사철.영양탕,경기,남양주시 화도읍,묵현리,37.657***,127.289***,0
28587,20200529,사철.영양탕,충남,서산시 ,읍내동,36.782***,126.451***,0
28588,20200529,사철.영양탕,경기,화성시 우정읍,화산리,37.069***,126.809***,0
28589,20200529,사철.영양탕,경기,안성시 양성면,덕봉리,37.041***,127.184***,0
28590,20200529,사철.영양탕,충남,공주시 ,금학동,36.438***,127.117***,0
28591,20200529,사철.영양탕,경기,화성시 ,반월동,37.232***,127.063***,0
28592,20200529,사철.영양탕,대전,중구,선화동,36.334***,127.419***,0
28593,20200529,사철.영양탕,전남,목포시 ,부흥동,34.803***,126.435***,0
29154,20200529,삼겹살,충남,보령시 ,동대동,36.347***,126.614***,0
29155,20200529,삼겹살,충남,천안시 동남구,다가동,36.801***,127.137***,0
29156,20200529,삼겹살,충북,영동군 영동읍,설계리,36.188***,127.778***,0
29157,20200529,삼겹살,경북,김천시 ,용두동,36.118***,128.127***,0
29158,20200529,삼겹살,부산,부산진구,가야2동,35.151***,129.027***,0
29159,20200529,삼겹살,경남,창원시 진해구,석동,35.153***,128.700***,0
29160,20200529,삼겹살,대전,대덕구,비래동,36.354***,127.448***,0
29161,20200529,삼겹살,전남,나주시 남평읍,남평리,35.044***,126.840***,0
29162,20200529,삼겹살,대전,동구,가양1동,36.340***,127.442***,0
29163,20200529,삼겹살,광주,광산구,비아동,35.220***,126.817***,0
29164,20200529,삼겹살,대전,유성구,전민동,36.401***,127.397***,0
29165,20200529,삼겹살,전남,순천시 ,조례동,34.957***,127.519***,0
29166,20200529,삼겹살,대전,대덕구,덕암동,36.445***,127.422***,0
29167,20200529,삼겹살,대구,달성군 화원읍,명곡리,35.798***,128.491***,0
29168,20200529,삼겹살,강원,원주시 ,단구동,37.323***,127.956***,0
29169,20200529,삼겹살,대구,북구,태전동,35.930***,128.547***,0
29170,20200529,삼겹살,충남,예산군 예산읍,창소리,36.728***,126.843***,0
29171,20200529,삼겹살,강원,원주시 ,관설동,37.320***,127.962***,0
29172,20200529,삼겹살,전북,남원시 ,하정동,35.407***,127.381***,0
29173,20200529,삼겹살,강원,홍천군 홍천읍,연봉리,37.681***,127.876***,0
29174,20200529,삼겹살,부산,기장군 기장읍,만화리,35.250***,129.190***,0
29175,20200529,삼겹살,광주,서구,풍암동,35.122***,126.884***,0
29176,20200529,삼겹살,강원,삼척시 ,교동,37.455***,129.166***,0
29177,20200529,삼겹살,강원,태백시 ,황지동,37.154***,128.977***,0
29178,20200529,삼겹살,경기,화성시 ,반월동,37.236***,127.061***,0
29179,20200529,삼겹살,충북,청주시 흥덕구,복대2동,36.630***,127.441***,0
29180,20200529,삼겹살,제주,제주시 ,연동,33.487***,126.491***,0
29181,20200529,삼겹살,경남,거제시 ,아주동,34.875***,128.691***,0
29182,20200529,삼겹살,전북,익산시 ,영등동,35.947***,126.967***,0
29183,20200529,삼겹살,광주,광산구,송정동,35.135***,126.795***,0
29184,20200529,삼겹살,광주,광산구,월계동,35.214***,126.847***,0
29185,20200529,삼겹살,강원,양구군 양구읍,상리,38.106***,127.989***,0
29186,20200529,삼겹살,충남,홍성군 홍성읍,월산리,36.595***,126.640***,0
29187,20200529,삼겹살,부산,영도구,대교동1가,35.092***,129.039***,0
29188,20200529,삼겹살,충남,부여군 부여읍,동남리,36.273***,126.913***,0
29189,20200529,삼겹살,경기도,부천시 ,역곡1동,37.487***,126.811***,0
29190,20200529,삼겹살,경남,김해시 ,동상동,35.235***,128.886***,0
29191,20200529,삼겹살,충북,제천시 ,모산동,37.180***,128.203***,0
29192,20200529,삼겹살,전북,장수군 장수읍,장수리,35.646***,127.517***,0
29193,20200529,삼겹살,경기,포천시 소흘읍,송우리,37.825***,127.146***,0
29194,20200529,삼겹살,제주,제주시 ,연동,33.487***,126.488***,0
29195,20200529,삼겹살,전남,여수시 ,서교동,34.744***,127.728***,0
29196,20200529,삼겹살,대구,달서구,본리동,35.841***,128.536***,0
29197,20200529,삼겹살,전남,여수시 소라면,덕양리,34.790***,127.632***,0
29198,20200529,삼겹살,경기,수원시 권선구,곡반정동,37.238***,127.029***,0
29199,20200529,삼겹살,광주,광산구,수완동,35.191***,126.830***,0
29200,20200529,삼겹살,충북,청주시 서원구,개신동,36.622***,127.446***,0
29201,20200529,삼겹살,경북,구미시 ,진평동,36.099***,128.424***,0
29202,20200529,삼겹살,서울,관악구,신림동,37.484***,126.913***,0
29203,20200529,삼겹살,충남,천안시 동남구,삼성리,36.759***,127.177***,0
29204,20200529,삼겹살,경남,창원시 마산회원구,석전동,35.236***,128.580***,0
29205,20200529,삼겹살,인천,부평구,십정2동,37.471***,126.705***,0
29206,20200529,삼겹살,인천,부평구,부평4동,37.496***,126.726***,0
29207,20200529,삼계탕,서울,중구,을지로2가,37.564***,126.983***,0
29208,20200529,삼계탕,경기,포천시 군내면,구읍리,37.892***,127.201***,0
29209,20200529,삼계탕,경기,여주시 ,상동,37.291***,127.648***,0
29210,20200529,삼계탕,부산,동래구,온천동,35.200***,129.067***,0
29211,20200529,삼계탕,경남,창원시 의창구,동정동,35.271***,128.612***,0
29212,20200529,삼계탕,경남,창원시 진해구,안골동,35.100***,128.803***,0
29213,20200529,삼계탕,부산,동구,범일2동,35.138***,129.061***,0
29214,20200529,삼계탕,전남,광양시 ,광영동,34.962***,127.724***,0
29215,20200529,삼계탕,서울,강남구,청담1동,37.519***,127.051***,0
29216,20200529,삼계탕,전남,목포시 ,산정동,34.811***,126.378***,0
29217,20200529,삼계탕,대구,서구,평리4동,35.869***,128.555***,0
29218,20200529,삼계탕,인천,부평구,부평1동,37.492***,126.721***,0
29219,20200529,삼계탕,부산,북구,만덕2동,35.210***,129.037***,0
29220,20200529,삼계탕,인천,연수구,옥련동,37.422***,126.645***,0
29221,20200529,삼계탕,경북,경산시 ,사동,35.819***,128.755***,0
29222,20200529,삼계탕,충남,아산시 ,온양1동,36.783***,126.997***,0
29223,20200529,삼계탕,인천,남구,도화1동,37.458***,126.675***,0
29224,20200529,삼계탕,경남,거제시 ,장승포동,34.871***,128.730***,0
29225,20200529,삼계탕,경남,거제시 거제면,남동리,34.847***,128.592***,0
29226,20200529,삼계탕,대구,북구,산격2동,35.904***,128.609***,0
29227,20200529,삼계탕,경남,창원시 진해구,용원동,35.099***,128.816***,0
29228,20200529,삼계탕,충북,증평군 증평읍,증천리,36.787***,127.592***,0
29229,20200529,삼계탕,경남,창원시 마산회원구,중리,35.249***,128.509***,0
29230,20200529,삼계탕,부산,북구,화명동,35.235***,129.012***,0
29231,20200529,삼계탕,부산,금정구,구서동,35.260***,129.088***,0
29232,20200529,삼계탕,경기,평택시 안중읍,현화리,36.982***,126.925***,0
29233,20200529,삼계탕,서울,영등포구,신길5동,37.502***,126.904***,0
29234,20200529,삼계탕,경기,화성시 ,반송동,37.195***,127.080***,0
29235,20200529,삼계탕,대전,서구,탄방동,36.342***,127.388***,0
29236,20200529,삼계탕,경남,창원시 성산구,상남동,35.218***,128.683***,0
29505,20200529,샌드위치,경기,안산시 단원구,중앙[고잔2동],37.321***,126.835***,0
29506,20200529,샌드위치,서울,강남구,삼성동,37.512***,127.058***,0
29507,20200529,샌드위치,서울,금천구,가산동,37.481***,126.881***,0
29508,20200529,샌드위치,서울,서초구,서초동,37.493***,127.016***,0
29509,20200529,샌드위치,부산,해운대구,중1동,35.160***,129.161***,0
29510,20200529,샌드위치,서울,서대문구,대신동,37.564***,126.944***,0
29739,20200529,샤브샤브,경기,시흥시 ,정왕동,37.346***,126.736***,0
29740,20200529,샤브샤브,충남,아산시 ,모종동,36.781***,127.017***,0
29741,20200529,샤브샤브,대전,중구,대사동,36.309***,127.419***,0
29742,20200529,샤브샤브,충북,제천시 ,장락동,37.158***,128.225***,0
29743,20200529,샤브샤브,강원,강릉시 ,교동,37.768***,128.879***,0
29744,20200529,샤브샤브,부산,부산진구,개금동,35.153***,129.021***,0
29745,20200529,샤브샤브,경남,사천시 ,벌리동,34.939***,128.086***,0
29746,20200529,샤브샤브,충남,홍성군 홍성읍,월산리,36.599***,126.650***,0
29747,20200529,샤브샤브,세종,조치원읍,침산리,36.601***,127.289***,0
30249,20200529,설렁탕,경기,수원시 권선구,구운동,37.280***,126.973***,0
30250,20200529,설렁탕,서울,서대문구,북가좌2동,37.579***,126.910***,0
30251,20200529,설렁탕,서울,강남구,도곡동,37.483***,127.045***,0
30252,20200529,설렁탕,충북,진천군 백곡면,구수리,36.885***,127.369***,0
30253,20200529,설렁탕,충남,천안시 서북구,쌍용1동,36.799***,127.130***,0
30254,20200529,설렁탕,부산,금정구,구서동,35.245***,129.092***,0
30255,20200529,설렁탕,서울,용산구,한남동,37.537***,127.001***,0
30256,20200529,설렁탕,서울,중구,명동2가,37.563***,126.985***,0
30257,20200529,설렁탕,경기,포천시 내촌면,신팔리,37.843***,127.276***,0
30258,20200529,설렁탕,서울,도봉구,도봉2동,37.676***,127.047***,0
30259,20200529,설렁탕,제주,제주시 ,삼도2동,33.511***,126.520***,0
30260,20200529,설렁탕,충남,서산시 해미면,휴암리,36.701***,126.543***,0
30261,20200529,설렁탕,전남,광양시 ,중동,34.936***,127.694***,0
30262,20200529,설렁탕,전남,장흥군 장흥읍,기양리,34.678***,126.902***,0
30263,20200529,설렁탕,충북,음성군 대소면,오산리,36.968***,127.487***,0
30264,20200529,설렁탕,충북,충주시 ,금릉동,36.987***,127.922***,0
31505,20200529,소머리국밥,강원,강릉시 ,교동,37.768***,128.875***,0
31506,20200529,소머리국밥,경기,남양주시 화도읍,가곡리,37.688***,127.313***,0
31507,20200529,소머리국밥,대전,유성구,봉산동,36.436***,127.387***,0
31508,20200529,소머리국밥,경북,영천시 ,도동,35.944***,128.928***,0
31509,20200529,소머리국밥,전남,광양시 ,중동,34.933***,127.689***,0
31510,20200529,소머리국밥,경기,평택시 ,서정동,37.057***,127.055***,0
31511,20200529,소머리국밥,전남,강진군 성전면,월남리,34.734***,126.715***,0
31512,20200529,소머리국밥,강원,평창군 봉평면,창동리,37.609***,128.372***,0
31513,20200529,소머리국밥,서울,강서구,화곡동,37.536***,126.836***,0
31514,20200529,소머리국밥,부산,기장군 정관읍,매학리,35.319***,129.182***,0
32893,20200529,수제파이,경기,성남시 분당구,궁내동,37.369***,127.098***,0
33078,20200529,순대.순대국,인천,부평구,일신동,37.484***,126.745***,0
33079,20200529,순대.순대국,경기,안산시 상록구,본오3동,37.302***,126.861***,0
33080,20200529,순대.순대국,서울,광진구,구의3동,37.535***,127.095***,0
33081,20200529,순대.순대국,경기,용인시 처인구,김량장동,37.237***,127.206***,0
33082,20200529,순대.순대국,인천,부평구,부평동,37.494***,126.725***,0
33083,20200529,순대.순대국,대전,동구,판암2동,36.322***,127.447***,0
33084,20200529,순대.순대국,충북,청주시 흥덕구,복대1동,36.635***,127.428***,0
33085,20200529,순대.순대국,충북,괴산군 괴산읍,동부리,36.808***,127.795***,0
33086,20200529,순대.순대국,대전,서구,괴정동,36.339***,127.387***,0
33087,20200529,순대.순대국,충남,청양군 청양읍,읍내리,36.451***,126.800***,0
33088,20200529,순대.순대국,충북,단양군 매포읍,평동리,37.034***,128.299***,0
33089,20200529,순대.순대국,전북,전주시 완산구,평화동2가,35.788***,127.129***,0
33090,20200529,순대.순대국,서울,도봉구,창5동,37.653***,127.046***,0
33091,20200529,순대.순대국,충남,논산시 ,내동,36.186***,127.100***,0
33092,20200529,순대.순대국,충북,단양군 단양읍,도전리,36.983***,128.369***,0
33093,20200529,순대.순대국,전북,전주시 완산구,중인동,35.764***,127.092***,0
33094,20200529,순대.순대국,충북,청주시 흥덕구,복대2동,36.632***,127.451***,0
33095,20200529,순대.순대국,강원,춘천시 ,석사동,37.866***,127.752***,0
33096,20200529,순대.순대국,전북,전주시 덕진구,송천동1가,35.859***,127.116***,0
33097,20200529,순대.순대국,충북,괴산군 문광면,광덕리,36.791***,127.785***,0
33098,20200529,순대.순대국,충북,청주시 서원구,수곡2동,36.617***,127.472***,0
33099,20200529,순대.순대국,경기,수원시 팔달구,남수동,37.281***,127.019***,0
33100,20200529,순대.순대국,충북,영동군 심천면,고당리,36.207***,127.701***,0
33101,20200529,순대.순대국,경기,안성시 일죽면,송천리,37.086***,127.472***,0
33102,20200529,순대.순대국,강원,횡성군 우천면,정금리,37.506***,128.104***,0
33103,20200529,순대.순대국,강원,강릉시 주문진읍,주문리,37.890***,128.827***,0
